EUCRBRDT Comdty,RUB CBRF Curncy,EURUSD Curncy,TTFG1MON Index,Date
60.84,65.9300,1.1433,20.8000,1/29/19
61.33,66.3412,1.1480,20.2000,1/30/19
60.91,66.0987,1.1448,19.7700,1/31/19
62.54,65.3577,1.1456,19.1000,2/1/19
62.54,65.6601,1.1456,19.1000,2/2/19
62.54,65.6601,1.1456,19.1000,2/3/19
62.58,65.6601,1.1438,19.2300,2/4/19
61.72,65.5859,1.1406,18.8500,2/5/19
62.14,65.5691,1.1362,19.1500,2/6/19
61.55,65.6686,1.1341,18.8500,2/7/19
61.86,66.0199,1.1323,18.5200,2/8/19
61.86,66.0628,1.1323,18.5200,2/9/19
61.86,66.0628,1.1323,18.5200,2/10/19
61.46,66.0628,1.1276,18.1500,2/11/19
62.34,65.6517,1.1326,17.8000,2/12/19
63.4,65.7147,1.1261,18.1800,2/13/19
64.26,65.6783,1.1295,17.8000,2/14/19
66.01,66.5429,1.1296,18.1000,2/15/19
66.01,66.7044,1.1296,18.1000,2/16/19
66.01,66.7044,1.1296,18.1000,2/17/19
65.99,66.7044,1.1311,17.4000,2/18/19
65.97,66.2470,1.1341,17.8300,2/19/19
66.66,66.2022,1.1338,18.1300,2/20/19
66.57,65.8568,1.1336,17.3800,2/21/19
66.52,65.5401,1.1335,17.1800,2/22/19
66.52,65.5149,1.1335,17.1800,2/23/19
66.52,65.5149,1.1335,17.1800,2/24/19
64.31,65.5149,1.1358,17.0000,2/25/19
65.13,65.2582,1.1389,17.1000,2/26/19
65.88,65.6182,1.1370,17.7500,2/27/19
65.79,65.7570,1.1371,17.6800,2/28/19
64.29,65.8895,1.1365,17.3800,3/1/19
64.29,65.8145,1.1365,17.3800,3/2/19
64.29,65.8145,1.1365,17.3800,3/3/19
64.82,65.8145,1.1340,17.4800,3/4/19
64.83,65.7956,1.1308,17.2500,3/5/19
65.25,65.8004,1.1307,16.8500,3/6/19
65.54,65.8430,1.1193,17.0800,3/7/19
65.16,65.9646,1.1235,16.7300,3/8/19
65.16,65.9646,1.1235,16.7300,3/9/19
65.16,65.9646,1.1235,16.7300,3/10/19
66.08,65.9646,1.1245,16.5800,3/11/19
66.32,66.0763,1.1288,16.1000,3/12/19
67.15,65.7674,1.1327,15.7000,3/13/19
66.74,65.5890,1.1304,15.6500,3/14/19
66.5,65.4021,1.1326,15.2000,3/15/19
66.5,65.4201,1.1326,15.2000,3/16/19
66.5,65.4201,1.1326,15.2000,3/17/19
66.91,65.4201,1.1337,15.3000,3/18/19
67.32,64.6694,1.1352,14.9800,3/19/19
68.05,64.3167,1.1413,15.1500,3/20/19
67.54,64.2803,1.1374,14.5300,3/21/19
66.45,63.7420,1.1302,14.4500,3/22/19
66.45,63.7705,1.1302,14.4500,3/23/19
66.45,63.7705,1.1302,14.4500,3/24/19
66.6,63.7705,1.1312,14.2000,3/25/19
67.26,64.4993,1.1266,14.6500,3/26/19
67.15,64.1683,1.1244,14.8300,3/27/19
67.16,64.5925,1.1221,14.2500,3/28/19
67.51,64.8012,1.1218,14.3300,3/29/19
67.51,64.7347,1.1218,14.3300,3/30/19
67.51,64.7347,1.1218,14.3300,3/31/19
68.99,64.7347,1.1213,13.9000,4/1/19
69.24,65.4176,1.1204,13.4800,4/2/19
69.17,65.4726,1.1233,14.1800,4/3/19
68.86,65.1639,1.1221,14.9000,4/4/19
69.96,65.3281,1.1216,15.6800,4/5/19
69.96,65.4072,1.1216,15.6800,4/6/19
69.96,65.4072,1.1216,15.6800,4/7/19
70.8,65.4072,1.1263,15.7300,4/8/19
70.55,65.3498,1.1263,16.8500,4/9/19
71.23,64.7766,1.1274,16.0000,4/10/19
70.63,64.7373,1.1253,16.1800,4/11/19
71.04,64.3991,1.1299,15.7300,4/12/19
71.04,64.5171,1.1299,15.7300,4/13/19
71.04,64.5171,1.1299,15.7300,4/14/19
70.92,64.5171,1.1304,14.8500,4/15/19
71.34,64.2469,1.1281,15.0500,4/16/19
71.08,64.2422,1.1296,15.3000,4/17/19
71.39,63.9450,1.1230,14.4500,4/18/19
71.45,64.0688,1.1245,14.4500,4/19/19
71.45,63.9602,1.1245,14.4500,4/20/19
71.45,63.9602,1.1245,14.4500,4/21/19
73.36,63.9602,1.1257,14.4500,4/22/19
73.84,63.7860,1.1227,14.3500,4/23/19
73.87,63.7906,1.1155,14.1500,4/24/19
73.81,63.9798,1.1132,14.8000,4/25/19
71.35,64.6794,1.1151,14.2300,4/26/19
71.35,64.7053,1.1151,14.2300,4/27/19
71.35,64.7053,1.1151,14.2300,4/28/19
71.6,64.7053,1.1186,14.4300,4/29/19
71.85,64.6917,1.1215,14.3300,4/30/19
72.33,64.6314,1.1196,14.0800,5/1/19
70.65,64.6314,1.1172,14.4500,5/2/19
71.22,64.6314,1.1198,14.6000,5/3/19
71.22,64.6314,1.1198,14.6000,5/4/19
71.22,64.6314,1.1198,14.6000,5/5/19
71.25,64.6314,1.1199,14.3000,5/6/19
70.27,65.3350,1.1191,14.1500,5/7/19
70.6,65.2166,1.1192,14.5000,5/8/19
70.66,65.2287,1.1215,14.2500,5/9/19
71.6,65.2287,1.1233,14.0500,5/10/19
71.6,65.2287,1.1233,14.0500,5/11/19
71.6,65.2287,1.1233,14.0500,5/12/19
71.02,65.2287,1.1222,13.6500,5/13/19
71.62,65.4703,1.1204,13.7300,5/14/19
72.91,65.3001,1.1201,13.8000,5/15/19
73.89,64.8489,1.1174,13.2300,5/16/19
73.26,64.5598,1.1158,12.9800,5/17/19
73.26,64.6327,1.1158,12.9800,5/18/19
73.26,64.6327,1.1158,12.9800,5/19/19
72.51,64.6327,1.1166,12.8800,5/20/19
72.03,64.4888,1.1161,12.8000,5/21/19
70.84,64.5372,1.1150,12.7500,5/22/19
67.71,64.4156,1.1181,12.2800,5/23/19
69.33,64.4913,1.1203,12.4000,5/24/19
69.33,64.6106,1.1203,12.4000,5/25/19
69.33,64.6106,1.1203,12.4000,5/26/19
70.01,64.6106,1.1194,12.2300,5/27/19
69.92,64.4636,1.1160,12.3800,5/28/19
69.31,64.5394,1.1131,12.1000,5/29/19
66.24,64.9084,1.1129,11.4500,5/30/19
62.93,65.0583,1.1169,10.6000,5/31/19
62.93,65.3834,1.1169,10.6000,6/1/19
62.93,65.3834,1.1169,10.6000,6/2/19
62.06,65.3834,1.1241,11.0500,6/3/19
62.31,65.5547,1.1252,11.8500,6/4/19
61.46,65.1614,1.1221,11.2500,6/5/19
63.23,65.1243,1.1276,11.0500,6/6/19
64.23,65.2340,1.1334,11.5500,6/7/19
64.23,65.0395,1.1334,11.5500,6/8/19
64.23,65.0395,1.1334,11.5500,6/9/19
63.3,65.0395,1.1312,11.6800,6/10/19
62.87,64.7919,1.1326,11.2000,6/11/19
60.66,64.5158,1.1287,11.1300,6/12/19
62.34,64.5158,1.1276,11.3500,6/13/19
62.89,64.6314,1.1208,11.5000,6/14/19
62.89,64.4326,1.1208,11.5000,6/15/19
62.89,64.4326,1.1208,11.5000,6/16/19
61.17,64.4326,1.1218,11.3500,6/17/19
62.53,64.3187,1.1194,10.9000,6/18/19
62.38,64.3352,1.1226,10.4800,6/19/19
64.72,63.9794,1.1293,10.1800,6/20/19
64.83,63.3877,1.1369,10.5000,6/21/19
64.83,63.1295,1.1369,10.5000,6/22/19
64.83,63.1295,1.1369,10.5000,6/23/19
64.39,63.1295,1.1399,10.0000,6/24/19
65.04,62.9095,1.1367,9.7500,6/25/19
65.62,62.5229,1.1369,9.6500,6/26/19
65.46,62.8083,1.1369,9.1500,6/27/19
64.43,63.0452,1.1373,9.4300,6/28/19
64.43,63.0756,1.1373,9.4300,6/29/19
64.43,63.0756,1.1373,9.4300,6/30/19
65.25,63.0756,1.1286,10.3500,7/1/19
62.12,63.0541,1.1285,10.3500,7/2/19
63.53,63.2265,1.1278,10.4300,7/3/19
63.08,63.4951,1.1285,10.5500,7/4/19
64.45,63.4013,1.1225,11.2500,7/5/19
64.45,63.5841,1.1225,11.2500,7/6/19
64.45,63.5841,1.1225,11.2500,7/7/19
63.86,63.5841,1.1214,11.9500,7/8/19
64.24,63.8699,1.1208,11.2800,7/9/19
66.51,63.7660,1.1251,12.5500,7/10/19
66.7,63.7988,1.1254,13.1000,7/11/19
67.24,62.9944,1.1270,13.4000,7/12/19
67.24,63.0204,1.1270,13.4000,7/13/19
67.24,63.0204,1.1270,13.4000,7/14/19
66.06,63.0204,1.1258,12.8000,7/15/19
64.24,62.8280,1.1211,11.2000,7/16/19
63.29,62.8129,1.1224,11.1300,7/17/19
62.05,62.9451,1.1277,10.6500,7/18/19
62.31,62.8286,1.1221,10.6300,7/19/19
62.31,62.8666,1.1221,10.6300,7/20/19
62.31,62.8666,1.1221,10.6300,7/21/19
62.77,62.8666,1.1209,10.2800,7/22/19
63.82,62.9776,1.1152,10.6500,7/23/19
62.59,63.1290,1.1140,10.1500,7/24/19
62.71,63.1162,1.1147,10.0000,7/25/19
62.87,63.1572,1.1128,10.0300,7/26/19
62.87,63.1271,1.1128,10.0300,7/27/19
62.87,63.1271,1.1128,10.0300,7/28/19
63.46,63.1271,1.1145,9.7500,7/29/19
64.72,63.5210,1.1155,10.0300,7/30/19
64.13,63.3791,1.1076,10.3000,7/31/19
61,63.4172,1.1085,12.7000,8/1/19
61.23,63.8340,1.1108,11.9800,8/2/19
61.23,64.6423,1.1108,11.9800,8/3/19
61.23,64.6423,1.1108,11.9800,8/4/19
60.1,64.6423,1.1203,11.4300,8/5/19
58.43,65.0546,1.1199,10.9800,8/6/19
57.08,65.2030,1.1199,11.3300,8/7/19
57.51,65.0932,1.1180,12.2800,8/8/19
58.03,65.1299,1.1200,11.6300,8/9/19
58.03,65.2543,1.1200,11.6300,8/10/19
58.03,65.2543,1.1200,11.6300,8/11/19
58.23,65.2543,1.1214,11.3000,8/12/19
60.78,65.4287,1.1171,11.8000,8/13/19
58.81,65.6017,1.1139,11.1500,8/14/19
58.16,65.2032,1.1107,11.1000,8/15/19
58.7,65.8907,1.1090,11.0300,8/16/19
58.7,65.9961,1.1090,11.0300,8/17/19
58.7,65.9961,1.1090,11.0300,8/18/19
59.49,65.9961,1.1078,10.7800,8/19/19
59.89,66.6082,1.1100,11.2800,8/20/19
60.3,66.7840,1.1085,11.3300,8/21/19
59.62,66.2630,1.1080,11.0000,8/22/19
58.31,65.6196,1.1144,10.4800,8/23/19
58.31,65.6046,1.1144,10.4800,8/24/19
58.31,65.6046,1.1144,10.4800,8/25/19
58.29,65.6046,1.1102,10.3800,8/26/19
59.75,65.9735,1.1090,10.2500,8/27/19
60,66.2608,1.1078,10.4000,8/28/19
60.53,66.4127,1.1057,10.6000,8/29/19
59.2,66.7471,1.0982,9.7300,8/30/19
59.2,66.4897,1.0982,9.7300,8/31/19
59.2,66.4897,1.0982,9.7300,9/1/19
58.89,66.4897,1.0970,11.9000,9/2/19
58.42,66.6235,1.0974,12.1000,9/3/19
60.69,66.9072,1.1035,11.9300,9/4/19
61.24,66.5002,1.1035,12.2800,9/5/19
62.15,66.0528,1.1029,12.3800,9/6/19
62.15,65.9981,1.1029,12.3800,9/7/19
62.15,65.9981,1.1029,12.3800,9/8/19
63.34,65.9981,1.1048,12.3300,9/9/19
63.38,65.5698,1.1043,14.4500,9/10/19
61.56,65.4393,1.1010,13.9800,9/11/19
60.74,65.4321,1.1065,14.7000,9/12/19
60.63,65.1909,1.1073,14.5000,9/13/19
60.63,64.4711,1.1073,14.5000,9/14/19
60.63,64.4711,1.1073,14.5000,9/15/19
68.38,64.4711,1.1001,15.2300,9/16/19
64.46,63.8272,1.1073,13.6000,9/17/19
64.05,64.1213,1.1030,12.5000,9/18/19
64.76,64.4290,1.1041,12.5000,9/19/19
64.62,64.2199,1.1017,12.5500,9/20/19
64.62,63.8487,1.1017,12.5500,9/21/19
64.62,63.8487,1.1017,12.5500,9/22/19
63.95,63.8487,1.0993,12.3000,9/23/19
61.99,63.9453,1.1020,12.3300,9/24/19
62.07,63.7060,1.0943,11.9500,9/25/19
62.11,64.1873,1.0921,12.1500,9/26/19
61.65,64.2888,1.0940,11.9300,9/27/19
61.65,64.4156,1.0940,11.9300,9/28/19
61.65,64.4156,1.0940,11.9300,9/29/19
59.85,64.4156,1.0899,11.1500,9/30/19
59.48,64.6407,1.0933,16.4000,10/1/19
57.77,65.0670,1.0959,15.9000,10/2/19
57.93,65.4399,1.0965,16.1800,10/3/19
58.8,65.1312,1.0979,15.8000,10/4/19
58.8,65.0300,1.0979,15.8000,10/5/19
58.8,65.0300,1.0979,15.8000,10/6/19
58.61,65.0300,1.0971,15.5300,10/7/19
58.08,64.8259,1.0957,15.7300,10/8/19
58.27,64.8672,1.0971,15.8500,10/9/19
59.39,65.0976,1.1005,15.7500,10/10/19
60.49,64.7416,1.1042,16.0300,10/11/19
60.49,64.2237,1.1042,16.0300,10/12/19
60.49,64.2237,1.1042,16.0300,10/13/19
59.22,64.2237,1.1027,15.9800,10/14/19
58.39,64.3652,1.1033,16.0000,10/15/19
58.56,64.2548,1.1072,16.1800,10/16/19
59.5,64.3455,1.1125,15.9500,10/17/19
58.96,64.0144,1.1167,15.8300,10/18/19
58.96,63.9542,1.1167,15.8300,10/19/19
58.96,63.9542,1.1167,15.8300,10/20/19
58.53,63.9542,1.1150,15.6500,10/21/19
59.05,63.7606,1.1125,15.6300,10/22/19
60.51,63.6336,1.1130,15.3800,10/23/19
60.93,63.7997,1.1104,15.7000,10/24/19
61.48,63.8600,1.1080,15.2300,10/25/19
61.48,63.9966,1.1080,15.2300,10/26/19
61.48,63.9966,1.1080,15.2300,10/27/19
60.99,63.9966,1.1100,14.5000,10/28/19
60.92,63.8700,1.1112,13.9000,10/29/19
60.1,63.8320,1.1151,13.8000,10/30/19
59.55,63.8734,1.1152,13.3800,10/31/19
61.69,63.7748,1.1166,16.3000,11/1/19
61.69,64.0316,1.1166,16.3000,11/2/19
61.69,64.0316,1.1166,16.3000,11/3/19
62.37,64.0316,1.1128,16.4000,11/4/19
63.13,64.0316,1.1075,16.6800,11/5/19
62.01,63.2480,1.1066,16.3000,11/6/19
62.7,63.5880,1.1050,16.1000,11/7/19
62.97,63.7298,1.1018,15.8800,11/8/19
62.97,63.7295,1.1018,15.8800,11/9/19
62.97,63.7295,1.1018,15.8800,11/10/19
62.41,63.7295,1.1033,15.8000,11/11/19
62.6,63.9121,1.1009,15.5300,11/12/19
63.12,63.8530,1.1007,15.5300,11/13/19
62.99,64.2009,1.1022,15.6500,11/14/19
63.93,64.2101,1.1051,15.7000,11/15/19
63.93,63.8881,1.1051,15.7000,11/16/19
63.93,63.8881,1.1051,15.7000,11/17/19
62.44,63.8881,1.1072,15.2000,11/18/19
60.99,63.7542,1.1078,15.3500,11/19/19
62.61,63.7730,1.1073,15.5800,11/20/19
63.07,64.0213,1.1059,15.6500,11/21/19
62.98,63.8430,1.1021,16.1400,11/22/19
62.98,63.7101,1.1021,16.1400,11/23/19
62.98,63.7101,1.1021,16.1400,11/24/19
63.05,63.7101,1.1014,16.4300,11/25/19
63.7,63.7637,1.1021,15.9000,11/26/19
63.66,64.0239,1.0999,16.0500,11/27/19
63.87,63.9722,1.1009,15.7000,11/28/19
61.34,64.1005,1.1018,15.6500,11/29/19
61.34,64.0817,1.1018,15.6500,11/30/19
61.34,64.0817,1.1018,15.6500,12/1/19
60.77,64.0817,1.1079,15.8500,12/2/19
60.94,64.4097,1.1082,15.8200,12/3/19
62.86,64.1401,1.1078,15.7800,12/4/19
64.17,64.1948,1.1104,15.3300,12/5/19
65.46,63.8135,1.1060,15.0300,12/6/19
65.46,63.7185,1.1060,15.0300,12/7/19
65.46,63.7185,1.1060,15.0300,12/8/19
65.42,63.7185,1.1064,14.7800,12/9/19
65.29,63.7244,1.1092,14.4000,12/10/19
65.16,63.5788,1.1130,13.9500,12/11/19
66.28,63.5653,1.1130,14.7000,12/12/19
66.9,63.2257,1.1121,13.6500,12/13/19
66.9,62.5544,1.1121,13.6500,12/14/19
66.9,62.5544,1.1121,13.6500,12/15/19
67.11,62.5544,1.1144,13.9300,12/16/19
67.54,62.7686,1.1150,14.4000,12/17/19
67.79,62.5326,1.1114,15.1300,12/18/19
67.73,62.5831,1.1122,15.0500,12/19/19
66.57,62.5283,1.1079,14.2300,12/20/19
66.57,62.4071,1.1079,14.2300,12/21/19
66.57,62.4071,1.1079,14.2300,12/22/19
66.26,62.4071,1.1089,13.0600,12/23/19
66.99,62.2499,1.1089,12.6300,12/24/19
66.94,62.1673,1.1093,12.6300,12/25/19
67.56,61.7164,1.1098,12.6300,12/26/19
67.51,61.7676,1.1177,12.8000,12/27/19
67.51,62.0315,1.1177,12.8000,12/28/19
67.51,62.0315,1.1177,12.8000,12/29/19
67.13,62.0315,1.1199,12.2500,12/30/19
66.42,61.9057,1.1213,11.8000,12/31/19
66.31,61.9057,1.1212,11.8000,1/1/20
66.62,61.9057,1.1172,12.1000,1/2/20
68.96,61.9057,1.1161,12.9800,1/3/20
68.96,61.9057,1.1161,12.9800,1/4/20
68.96,61.9057,1.1161,12.9800,1/5/20
69.02,61.9057,1.1197,12.2500,1/6/20
68.47,61.9057,1.1153,11.9500,1/7/20
65.89,61.9057,1.1105,11.9800,1/8/20
65.54,61.9057,1.1106,12.0000,1/9/20
65.29,61.2340,1.1121,12.0000,1/10/20
65.29,61.2632,1.1121,12.0000,1/11/20
65.29,61.2632,1.1121,12.0000,1/12/20
64.46,61.2632,1.1134,12.0800,1/13/20
64.88,60.9474,1.1128,11.3000,1/14/20
64.4,61.4140,1.1150,11.2800,1/15/20
64.82,61.4328,1.1137,11.1500,1/16/20
65.18,61.5694,1.1092,10.8800,1/17/20
65.18,61.5333,1.1092,10.8800,1/18/20
65.18,61.5333,1.1092,10.8800,1/19/20
64.69,61.5333,1.1095,10.6800,1/20/20
63.92,61.4654,1.1082,10.7800,1/21/20
62.17,61.8552,1.1093,10.4000,1/22/20
61.59,61.8343,1.1055,10.4300,1/23/20
60.01,61.9515,1.1025,10.5300,1/24/20
60.01,61.8031,1.1025,10.5300,1/25/20
60.01,61.8031,1.1025,10.5300,1/26/20
58.21,61.8031,1.1019,10.5400,1/27/20
59.33,62.3380,1.1022,10.8500,1/28/20
58.79,62.8299,1.1010,10.0800,1/29/20
57.97,62.3934,1.1032,9.9300,1/30/20
56.33,63.0359,1.1093,9.7800,1/31/20
56.33,63.1385,1.1093,9.7800,2/1/20
56.33,63.1385,1.1093,9.7800,2/2/20
53.24,63.1385,1.1060,9.2000,2/3/20
53.05,63.9091,1.1044,9.4500,2/4/20
55.02,63.4342,1.0999,9.2800,2/5/20
54.48,63.1742,1.0983,9.1500,2/6/20
53.86,62.7977,1.0946,9.1000,2/7/20
53.86,63.4720,1.0946,9.1000,2/8/20
53.86,63.4720,1.0946,9.1000,2/9/20
52.97,63.4720,1.0911,8.5500,2/10/20
54.03,63.7708,1.0916,8.5300,2/11/20
56.2,63.9490,1.0874,8.8000,2/12/20
56.38,63.0470,1.0841,8.7500,2/13/20
57.22,63.6016,1.0831,8.9500,2/14/20
57.22,63.4536,1.0831,8.9500,2/15/20
57.22,63.4536,1.0831,8.9500,2/16/20
57.35,63.4536,1.0836,9.5000,2/17/20
57.3,63.3085,1.0792,9.3000,2/18/20
59.07,63.7698,1.0805,9.6300,2/19/20
58.5,63.6873,1.0785,9.6000,2/20/20
57.86,63.7413,1.0847,9.3000,2/21/20
57.86,64.3008,1.0847,9.3000,2/22/20
57.86,64.3008,1.0847,9.3000,2/23/20
55.61,64.3008,1.0854,8.9900,2/24/20
54.34,64.3008,1.0882,8.9500,2/25/20
52.74,64.9213,1.0881,9.1000,2/26/20
50.83,65.5177,1.1001,8.8000,2/27/20
50.02,65.6097,1.1026,9.0300,2/28/20
50.02,66.9909,1.1026,9.0300,2/29/20
50.02,66.9909,1.1026,9.0300,3/1/20
52.73,66.9909,1.1134,9.0500,3/2/20
51.66,66.3274,1.1173,9.0800,3/3/20
51.6,66.4437,1.1136,8.8000,3/4/20
49.99,66.0784,1.1237,8.8500,3/5/20
45.25,66.1854,1.1284,8.7000,3/6/20
45.25,67.5175,1.1284,8.7000,3/7/20
45.25,67.5175,1.1284,8.7000,3/8/20
32.34,67.5175,1.1450,8.6000,3/9/20
36.55,67.5175,1.1281,9.0900,3/10/20
34.51,72.0208,1.1270,9.3000,3/11/20
31.23,71.4720,1.1185,9.2500,3/12/20
33.55,74.0274,1.1107,9.1500,3/13/20
33.55,73.1882,1.1107,9.1500,3/14/20
33.55,73.1882,1.1107,9.1500,3/15/20
27.93,73.1882,1.1183,8.6400,3/16/20
27.37,74.1262,1.0997,8.4300,3/17/20
24.56,73.8896,1.0915,8.1700,3/18/20
26.22,77.2131,1.0692,8.5400,3/19/20
25.72,80.1570,1.0688,8.2500,3/20/20
25.72,78.0443,1.0688,8.2500,3/21/20
25.72,78.0443,1.0688,8.2500,3/22/20
26.4,78.0443,1.0726,7.9300,3/23/20
27.04,80.8815,1.0788,7.9000,3/24/20
26.69,78.8493,1.0882,7.8000,3/25/20
26.21,77.7928,1.1032,7.5000,3/26/20
24.54,78.7223,1.1141,7.2300,3/27/20
24.54,77.7325,1.1141,7.2300,3/28/20
24.54,77.7325,1.1141,7.2300,3/29/20
22.04,77.7325,1.1048,6.7300,3/30/20
21.47,77.7325,1.1031,6.9000,3/31/20
20.44,77.7325,1.0964,6.7800,4/1/20
24.91,77.7325,1.0858,6.8500,4/2/20
29.86,77.7325,1.0801,6.8700,4/3/20
29.86,77.7325,1.0801,6.8700,4/4/20
29.86,77.7325,1.0801,6.8700,4/5/20
28.05,77.7325,1.0793,7.2500,4/6/20
26.78,76.4074,1.0892,7.3700,4/7/20
27.81,75.4550,1.0858,7.3400,4/8/20
26.59,75.7499,1.0930,7.2500,4/9/20
26.29,74.6050,1.0937,7.2500,4/10/20
26.29,73.7515,1.0937,7.2500,4/11/20
26.29,73.7515,1.0937,7.2500,4/12/20
27.05,73.7515,1.0914,7.2500,4/13/20
24.62,73.5245,1.0980,6.8500,4/14/20
22.14,73.3150,1.0910,6.8000,4/15/20
23.24,73.7145,1.0840,7.0800,4/16/20
24.01,74.7119,1.0875,6.9500,4/17/20
24.01,73.9441,1.0875,6.9500,4/18/20
24.01,73.9441,1.0875,6.9500,4/19/20
22.81,73.9441,1.0862,6.6300,4/20/20
17.32,74.6657,1.0858,6.3700,4/21/20
19.42,76.2562,1.0823,6.1600,4/22/20
20.08,77.0416,1.0777,6.0000,4/23/20
20.63,75.1290,1.0823,5.8000,4/24/20
20.63,74.7163,1.0823,5.8000,4/25/20
20.63,74.7163,1.0823,5.8000,4/26/20
18.26,74.7163,1.0829,6.0000,4/27/20
18.75,74.4960,1.0820,6.1600,4/28/20
20.66,74.5706,1.0873,5.9000,4/29/20
23.7,73.6894,1.0955,5.8300,4/30/20
23.46,72.7263,1.0981,5.7700,5/1/20
23.46,72.7263,1.0981,5.7700,5/2/20
23.46,72.7263,1.0981,5.7700,5/3/20
24.75,72.7263,1.0907,5.7800,5/4/20
28.27,72.7263,1.0840,5.6900,5/5/20
27.49,72.7263,1.0823,5.6500,5/6/20
